title,url,time,source,file_type,file_type_2
[2003]40号 中国科学技术大学教学实验室开放管理规定(试行),https://www.teach.ustc.edu.cn/?attachment_id=2192,2005-10-28,教务处,教字文件,
[2003]37号 中国科技大学实验教学管理条例,https://www.teach.ustc.edu.cn/?attachment_id=2189,2005-10-26,教务处,教字文件,
[2003]38号 中国科学技术大学实验教学工作人员岗位职责,https://www.teach.ustc.edu.cn/?attachment_id=2190,2005-10-26,教务处,教字文件,
[2003]39号 中国科学技术大学学生实验守则,https://www.teach.ustc.edu.cn/?attachment_id=2191,2005-10-26,教务处,教字文件,
[2005]29号 中国科学技术大学公共选修课程及Seminar课程管理暂行规定,https://www.teach.ustc.edu.cn/?attachment_id=2269,2005-10-26,教务处,教字文件,
[2005]27号 大学生研讨班课程管理办法（讨论稿）,https://www.teach.ustc.edu.cn/?attachment_id=2267,2005-10-20,教务处,教字文件,
[2005]28号 关于小语种学生英语学习要求的通知,https://www.teach.ustc.edu.cn/?attachment_id=2268,2005-10-20,教务处,教字文件,
[2004]48号 中国科学技术大学优秀教材评选条例,https://www.teach.ustc.edu.cn/?attachment_id=2240,2005-10-20,教务处,教字文件,
[2002]43号 中国科学技术大学教材选用和征订的管理规定,https://www.teach.ustc.edu.cn/?attachment_id=2151,2005-10-20,教务处,教字文件,
[2002]42号 中国科学技术大学编审教材的有关规定,https://www.teach.ustc.edu.cn/?attachment_id=2150,2005-10-20,教务处,教字文件,
[2002]44号 中国科学技术大学教材建设立项项目管理办法,https://www.teach.ustc.edu.cn/?attachment_id=2152,2005-10-20,教务处,教字文件,
[2005]22号 中国科学技术大学本科生学籍管理实施细则(试行),https://www.teach.ustc.edu.cn/?attachment_id=2262,2005-10-10,教务处,教字文件,
[2005]23号 关于02、03级本科生学籍管理过渡办法的通知,https://www.teach.ustc.edu.cn/?attachment_id=2263,2005-10-10,教务处,教字文件,
[2005]24号 中国科学技术大学少年班学生学习管理附加办法（试行）,https://www.teach.ustc.edu.cn/?attachment_id=2264,2005-09-29,教务处,教字文件,
[2005]26号 中国科学技术大学课程建设工作实施办法,https://www.teach.ustc.edu.cn/?attachment_id=2266,2005-09-29,教务处,教字文件,
[2005]25号 关于对我校精品课程进行年度检查的通知,https://www.teach.ustc.edu.cn/?attachment_id=2265,2005-09-29,教务处,教字文件,
[2004]47号 关于进一步完善教学质量监控机制及管理办法的若干实施意见,https://www.teach.ustc.edu.cn/?attachment_id=2239,2005-09-28,教务处,教字文件,
[2004]45号 中国科学技术大学本科生毕业论文(设计)管理条例,https://www.teach.ustc.edu.cn/?attachment_id=2237,2005-09-28,教务处,教字文件,
[2004]46号 中国科技大学本科生到校外单位做毕业论文的有关规定,https://www.teach.ustc.edu.cn/?attachment_id=2238,2005-09-28,教务处,教字文件,
[2003]36号 中国科技大学实习管理条例,https://www.teach.ustc.edu.cn/?attachment_id=2188,2005-09-28,教务处,教字文件,
[2005]16号 关于2003级本科生中期分流结果的通知,https://www.teach.ustc.edu.cn/?attachment_id=2256,2005-08-28,教务处,教字文件,
[2005]21号 关于公布2004级全校性专业选择结果的通知,https://www.teach.ustc.edu.cn/?attachment_id=2261,2005-08-28,教务处,教字文件,
[2005]15号 关于开展2005届本科毕业论文工作总结的通知,https://www.teach.ustc.edu.cn/?attachment_id=2255,2005-08-28,教务处,教字文件,
[2005]20号 关于公布2005年度校级精品课程的通知,https://www.teach.ustc.edu.cn/?attachment_id=2260,2005-08-28,教务处,教字文件,
[2005]19号 关于外聘孔庆平等十位同志工作的通知,https://www.teach.ustc.edu.cn/?attachment_id=2259,2005-08-28,教务处,教字文件,
[2005]17号 关于2004级少年班、试点班部分学生转入相关院系学习的通知,https://www.teach.ustc.edu.cn/?attachment_id=2257,2005-08-28,教务处,教字文件,
[2005]13号 关于授予陈曦等26名同学2004-2005学年大学生研究计划校级特优和优秀奖决定的通知,https://www.teach.ustc.edu.cn/?attachment_id=2253,2005-06-02,教务处,教字文件,
[2005]12号 关于2003级本科生中期分流工作的通知,https://www.teach.ustc.edu.cn/?attachment_id=2252,2005-06-02,教务处,教字文件,
[2005]11号 关于进行2004～2005学年第二学期教学检查的通知,https://www.teach.ustc.edu.cn/?attachment_id=2251,2005-06-02,教务处,教字文件,
[2005]14号 关于批准2005年度双语教学课程建设项目的通知,https://www.teach.ustc.edu.cn/?attachment_id=2254,2005-06-02,教务处,教字文件,
[2005]07号 关于成立本科生学籍管理工作委员会的通知,https://www.teach.ustc.edu.cn/?attachment_id=2247,2005-04-30,教务处,教字文件,
[2005]09号 中国科学技术大学2005年Robo-Game活动周征集比赛主题,https://www.teach.ustc.edu.cn/?attachment_id=2249,2005-04-30,教务处,教字文件,
[2005]02号 关于2004级学生全校性专业选择的实施办法,https://www.teach.ustc.edu.cn/?attachment_id=2242,2005-03-07,教务处,教字文件,
[2005]05号 关于组织申报2005年校级“十五”教材规划立项的通知,https://www.teach.ustc.edu.cn/?attachment_id=2245,2005-03-07,教务处,教字文件,
[2005]03号 关于开展我校专业(类)评估工作的通知,https://www.teach.ustc.edu.cn/?attachment_id=2243,2005-03-07,教务处,教字文件,
[2005]04号 关于2005年度校级精品课程申报工作的通知,https://www.teach.ustc.edu.cn/?attachment_id=2244,2005-03-07,教务处,教字文件,
[2005]06号 关于继续开展双语教学课程建设工作的通知,https://www.teach.ustc.edu.cn/?attachment_id=2246,2005-03-07,教务处,教字文件,
[2002]41号 关于2001级双学位班报名的通知,https://www.teach.ustc.edu.cn/?attachment_id=2149,2005-02-22,教务处,教字文件,
[2002]39号 2002年新生入学后专业调整情况,https://www.teach.ustc.edu.cn/?attachment_id=2147,2005-02-22,教务处,教字文件,
[2002]40号 关于奖励荣获教育部2002年全国高等学校优秀教材编者的通知,https://www.teach.ustc.edu.cn/?attachment_id=2148,2005-02-22,教务处,教字文件,
[2002]37号 关于进行2002-2003学年第1学期期中教学检查的通知,https://www.teach.ustc.edu.cn/?attachment_id=2145,2005-02-22,教务处,教字文件,
[2002]38号 关于批准2002年校级“十五”教材规划立项项目的通知,https://www.teach.ustc.edu.cn/?attachment_id=2146,2005-02-22,教务处,教字文件,
[2002]35号 关于批准2002年度校级教学研究立项项目的通知,https://www.teach.ustc.edu.cn/?attachment_id=2143,2005-02-22,教务处,教字文件,
[2002]36号 关于公布2002—2003学年度第一学期经济技术学院本科生学籍处理结果的通知,https://www.teach.ustc.edu.cn/?attachment_id=2144,2005-02-22,教务处,教字文件,
[2002]34号 中国科学技术大学本科专业培养方案和教学计划修订要求,https://www.teach.ustc.edu.cn/?attachment_id=2142,2005-02-22,教务处,教字文件,
[2002]33号 关于从2002级开始实行专业重新选择和个性化学习计划的通知,https://www.teach.ustc.edu.cn/?attachment_id=2141,2005-02-22,教务处,教字文件,
[2002]31号 关于试用网络教学平台的通知,https://www.teach.ustc.edu.cn/?attachment_id=2139,2005-02-22,教务处,教字文件,
[2002]32号 关于举办第二期教育技术培训的通知,https://www.teach.ustc.edu.cn/?attachment_id=2140,2005-02-22,教务处,教字文件,
[2002]28号 关于公布2001――2002学年度第二学期经济技术学院本专科生学籍处理结果的通知,https://www.teach.ustc.edu.cn/?attachment_id=2136,2005-02-22,教务处,教字文件,
[2002]29号 关于自2001级统一实行GPA计算方法的通知,https://www.teach.ustc.edu.cn/?attachment_id=2137,2005-02-22,教务处,教字文件,
[2002]30号 关于组织高水平大学教学实验室建设验收和召开实验教学研讨会的通知,https://www.teach.ustc.edu.cn/?attachment_id=2138,2005-02-22,教务处,教字文件,
[2002]26号 关于高水平大学教学实验室建设检查、验收和做好今后4年建设规划的通知,https://www.teach.ustc.edu.cn/?attachment_id=2134,2005-02-22,教务处,教字文件,
[2002]27号 关于公布2001——2002学年度第二学期本科生学籍处理结果的通知,https://www.teach.ustc.edu.cn/?attachment_id=2135,2005-02-22,教务处,教字文件,
[2002]24号 关于公布中国科学技术大学第八次优秀教材评选结果的通知,https://www.teach.ustc.edu.cn/?attachment_id=2132,2005-02-22,教务处,教字文件,
[2002]25号 关于入选普通高等教育“十五”国家级教材规划选题的通知,https://www.teach.ustc.edu.cn/?attachment_id=2133,2005-02-22,教务处,教字文件,
[2002]23号 关于本科毕业论文答辩工作的补充通知,https://www.teach.ustc.edu.cn/?attachment_id=2131,2005-02-22,教务处,教字文件,
[2002]21号 关于公布2002年秋季中期分流学生名单的通知,https://www.teach.ustc.edu.cn/?attachment_id=2129,2005-02-22,教务处,教字文件,
[2002]22号 2002年秋季少年班、试点班分系通知,https://www.teach.ustc.edu.cn/?attachment_id=2130,2005-02-22,教务处,教字文件,
[2002]20号 关于报送1998年度和1999年度省级教学研究项目结项报告书的函,https://www.teach.ustc.edu.cn/?attachment_id=2128,2005-02-22,教务处,教字文件,
[2002]16号 关于经济技术学院99级本科生学籍管理的补充规定,https://www.teach.ustc.edu.cn/?attachment_id=2125,2005-02-22,教务处,教字文件,
[2002]17号 关于组织申报2002年校园网络教学立项项目的通知,https://www.teach.ustc.edu.cn/?attachment_id=2126,2005-02-22,教务处,教字文件,
[2002]18号 关于举办2002年Robo-Game活动周的通知,https://www.teach.ustc.edu.cn/?attachment_id=2127,2005-02-22,教务处,教字文件,
[2002]14号 关于国家大学英语CET-4、CET-6考试不再作为课程成绩进行记载的通知,https://www.teach.ustc.edu.cn/?attachment_id=2123,2005-02-22,教务处,教字文件,
[2002]15号 关于公布2002年度综合知识重点课程的通知,https://www.teach.ustc.edu.cn/?attachment_id=2124,2005-02-22,教务处,教字文件,
[2002]12号 关于中期分流的通知,https://www.teach.ustc.edu.cn/?attachment_id=2121,2005-02-22,教务处,教字文件,
[2002]13号 关于组织申报2002年校级教学研究立项项目的通知,https://www.teach.ustc.edu.cn/?attachment_id=2122,2005-02-22,教务处,教字文件,
[2002]11号 关于进行2001-2002学年第2学期期中教学检查的通知,https://www.teach.ustc.edu.cn/?attachment_id=2120,2005-02-22,教务处,教字文件,
[2002]09号 关于核拨南区2002年度课程建设经费的通知,https://www.teach.ustc.edu.cn/?attachment_id=2118,2005-02-22,教务处,教字文件,
[2002]10号 关于开展2002年在研教学研究项目中期检查并核拨经费的通知,https://www.teach.ustc.edu.cn/?attachment_id=2119,2005-02-22,教务处,教字文件,
[2002]07号 关于开展第八次优秀教材评选工作的通知,https://www.teach.ustc.edu.cn/?attachment_id=2116,2005-02-22,教务处,教字文件,
[2002]08号 关于核拨2002年重点课程建设经费的通知,https://www.teach.ustc.edu.cn/?attachment_id=2117,2005-02-22,教务处,教字文件,
[2002]05号 关于举办教育技术培训的通知,https://www.teach.ustc.edu.cn/?attachment_id=2114,2005-02-22,教务处,教字文件,
[2002]06号 关于申报2002年校级“十五”教材规划立项的通知,https://www.teach.ustc.edu.cn/?attachment_id=2115,2005-02-22,教务处,教字文件,
[2002]02号 关于公布2001――2002学年度第一学期本科生学籍处理结果的通知,https://www.teach.ustc.edu.cn/?attachment_id=2111,2005-02-22,教务处,教字文件,
[2002]03号 关于增设院级教学督导组的通知,https://www.teach.ustc.edu.cn/?attachment_id=2112,2005-02-22,教务处,教字文件,
[2002]04号 关于核拨2002年教材编审委员会活动经费的通知,https://www.teach.ustc.edu.cn/?attachment_id=2113,2005-02-22,教务处,教字文件,
[2002]01号 关于公布第五次优秀教育教学研究论文评审结果的通知,https://www.teach.ustc.edu.cn/?attachment_id=2110,2005-02-22,教务处,教字文件,
[2004]43号 关于2005年春季学期本科生双学位专业报名的通知,https://www.teach.ustc.edu.cn/?attachment_id=2235,2005-02-22,教务处,教字文件,
[2004]40号 中国科学技术大学本科生培养方案修订意见,https://www.teach.ustc.edu.cn/?attachment_id=2232,2005-02-22,教务处,教字文件,
[2004]41号 关于对专业评估指标体系进行修订通知,https://www.teach.ustc.edu.cn/?attachment_id=2233,2005-02-22,教务处,教字文件,
[2004]42号 关于召开安徽省推荐国家级教学成果奖鉴定会的通知,https://www.teach.ustc.edu.cn/?attachment_id=2234,2005-02-22,教务处,教字文件,
[2004]38号 关于核拨2004年教材建设评审活动经费的通知,https://www.teach.ustc.edu.cn/?attachment_id=2230,2005-02-22,教务处,教字文件,
[2004]39号 关于成立校优秀教材评审委员会的通知,https://www.teach.ustc.edu.cn/?attachment_id=2231,2005-02-22,教务处,教字文件,
[2004]36号 关于规范院（系）本科教学评估文档资料库建设的若干意见,https://www.teach.ustc.edu.cn/?attachment_id=2228,2005-02-22,教务处,教字文件,
[2004]37号 关于部分专业开展试评估的通知,https://www.teach.ustc.edu.cn/?attachment_id=2229,2005-02-22,教务处,教字文件,
[2004]35号 关于进行2004--2005学年第一学期教学检查的通知,https://www.teach.ustc.edu.cn/?attachment_id=2227,2005-02-22,教务处,教字文件,
[2004]33号 关于授予何雷等112名同学2004暑期大学生研究计划校级优秀奖决定的通知,https://www.teach.ustc.edu.cn/?attachment_id=2225,2005-02-22,教务处,教字文件,
[2004]34号 关于开展新增专业本科教学评估的通知,https://www.teach.ustc.edu.cn/?attachment_id=2226,2005-02-22,教务处,教字文件,
[2004]30号 关于报送院级评估进度计划表和院级评建办公室成员的通知,https://www.teach.ustc.edu.cn/?attachment_id=2222,2005-02-22,教务处,教字文件,
[2004]31号 关于成立校优秀教学成果奖评审委员会的通知,https://www.teach.ustc.edu.cn/?attachment_id=2223,2005-02-22,教务处,教字文件,
[2004]32号 关于开展第九次优秀教材评选工作的通知,https://www.teach.ustc.edu.cn/?attachment_id=2224,2005-02-22,教务处,教字文件,
[2004]28号 关于资助校级精品课程建设的通知,https://www.teach.ustc.edu.cn/?attachment_id=2220,2005-02-22,教务处,教字文件,
[2004]29号 关于外聘宁百齐等七位同志工作的通知,https://www.teach.ustc.edu.cn/?attachment_id=2221,2005-02-22,教务处,教字文件,
[2004]26号 关于03级本科生全校性专业选择后部分学生学籍调整的通知,https://www.teach.ustc.edu.cn/?attachment_id=2218,2005-02-22,教务处,教字文件,
[2004]26号 关于03级本科生全校性专业选择后部分学生学籍调整的通知,https://www.teach.ustc.edu.cn/?attachment_id=2218,2005-02-22,教务处,教字文件,
[2004]27号 关于开展专业本科教学水平评估的通知,https://www.teach.ustc.edu.cn/?attachment_id=2219,2005-02-22,教务处,教字文件,
[2004]23号 关于03级本科生全校性专业选择结果的通知,https://www.teach.ustc.edu.cn/?attachment_id=2215,2005-02-22,教务处,教字文件,
[2004]24号 关于2002级本科生中期分流结果的通知,https://www.teach.ustc.edu.cn/?attachment_id=2216,2005-02-22,教务处,教字文件,
[2004]20号 关于规范考试试卷管理的通知,https://www.teach.ustc.edu.cn/?attachment_id=2212,2005-02-22,教务处,教字文件,
[2004]21号 关于举办2004年Robo-Game活动周的通知,https://www.teach.ustc.edu.cn/?attachment_id=2213,2005-02-22,教务处,教字文件,
[2004]22号 关于2004届转专科毕业生名单的通知,https://www.teach.ustc.edu.cn/?attachment_id=2214,2005-02-22,教务处,教字文件,
[2004]18号 关于授予陈辉等41名同学03-2004学年大学生研究计划校级特优和优秀奖决定的通知,https://www.teach.ustc.edu.cn/?attachment_id=2210,2005-02-22,教务处,教字文件,
[2004]15号 关于申报2004年度校级精品课程的通知,https://www.teach.ustc.edu.cn/?attachment_id=2207,2005-02-22,教务处,教字文件,
[2004]16号 关于03级少年班、试点班分系工作的通知,https://www.teach.ustc.edu.cn/?attachment_id=2208,2005-02-22,教务处,教字文件,
[2004]17号 关于批准实验教材项目的通知,https://www.teach.ustc.edu.cn/?attachment_id=2209,2005-02-22,教务处,教字文件,
[2004]13号 关于2002级本科生中期分流工作的通知,https://www.teach.ustc.edu.cn/?attachment_id=2205,2005-02-22,教务处,教字文件,
[2004]14号 关于资助双语教学课程建设的通知,https://www.teach.ustc.edu.cn/?attachment_id=2206,2005-02-22,教务处,教字文件,
[2004]10号 关于进行03-2004学年第二学期教学检查的通知,https://www.teach.ustc.edu.cn/?attachment_id=2202,2005-02-22,教务处,教字文件,
[2004]11号 关于批准我校物理学等3个专业为校级教学示范专业的通知,https://www.teach.ustc.edu.cn/?attachment_id=2203,2005-02-22,教务处,教字文件,
[2004]12号 关于批准2004年度校级教学研究项目的通知,https://www.teach.ustc.edu.cn/?attachment_id=2204,2005-02-22,教务处,教字文件,
[2004]08号 关于批准2004年教学成果培育项目的通知,https://www.teach.ustc.edu.cn/?attachment_id=2200,2005-02-22,教务处,教字文件,
[2004]09号 关于开展对03年省级和校级在研项目中期检查并核拨经费的通知,https://www.teach.ustc.edu.cn/?attachment_id=2201,2005-02-22,教务处,教字文件,
[2004]05号 关于召开本科教学研讨会的通知,https://www.teach.ustc.edu.cn/?attachment_id=2197,2005-02-22,教务处,教字文件,
[2004]06号 关于外聘朱德春等十五位同志工作的通知,https://www.teach.ustc.edu.cn/?attachment_id=2198,2005-02-22,教务处,教字文件,
[2004]07号 关于启动实验教材(讲义、指导书)建设立项的通知,https://www.teach.ustc.edu.cn/?attachment_id=2199,2005-02-22,教务处,教字文件,
[2004]03号 关于组织申报2004年校级教学研究立项的通知,https://www.teach.ustc.edu.cn/?attachment_id=2195,2005-02-22,教务处,教字文件,
[2004]04号 关于从1999、2000级开始试行弹性学习年限的通知,https://www.teach.ustc.edu.cn/?attachment_id=2196,2005-02-22,教务处,教字文件,
[2004]01号 关于03-2004第一学期本科学籍处理结果的通知,https://www.teach.ustc.edu.cn/?attachment_id=2193,2005-02-22,教务处,教字文件,
[2004]02号 关于03级学生全校性专业选择的实施细则,https://www.teach.ustc.edu.cn/?attachment_id=2194,2005-02-22,教务处,教字文件,
[2003]35号 关于外聘朱德春等十二位同志工作的通知,https://www.teach.ustc.edu.cn/?attachment_id=2187,2005-02-22,教务处,教字文件,
[2003]33号 关于外聘黄升海等十九位同志工作的通知,https://www.teach.ustc.edu.cn/?attachment_id=2185,2005-02-22,教务处,教字文件,
[2003]34号 关于公布第六次优秀教育教学研究论文评审结果的通知,https://www.teach.ustc.edu.cn/?attachment_id=2186,2005-02-22,教务处,教字文件,
[2003]30号 关于进行03~2004学年第1学期期中教学检查的通知,https://www.teach.ustc.edu.cn/?attachment_id=2182,2005-02-22,教务处,教字文件,
[2003]31号 关于2002级双学位班报名的通知,https://www.teach.ustc.edu.cn/?attachment_id=2183,2005-02-22,教务处,教字文件,
[2003]32号 03年新生入学资格情况通报,https://www.teach.ustc.edu.cn/?attachment_id=2184,2005-02-22,教务处,教字文件,
[2003]28号 关于开展第六次优秀教育教学研究论文评选工作的通知,https://www.teach.ustc.edu.cn/?attachment_id=2180,2005-02-22,教务处,教字文件,
[2003]29号 关于批准03年校级“十五”教材规划立项项目的通知,https://www.teach.ustc.edu.cn/?attachment_id=2181,2005-02-22,教务处,教字文件,
[2003]27号 关于做好2004年－2005年教学成果奖申报准备工作的通知,https://www.teach.ustc.edu.cn/?attachment_id=2179,2005-02-22,教务处,教字文件,
[2003]25号 关于公布2002级全校性专业选择录取学生名单的通知,https://www.teach.ustc.edu.cn/?attachment_id=2177,2005-02-22,教务处,教字文件,
[2003]26号 关于公布2002—03学年度第二学期本科生学籍处理结果的通知,https://www.teach.ustc.edu.cn/?attachment_id=2178,2005-02-22,教务处,教字文件,
[2003]23号 关于组队代表中国赴泰国参加第二届亚广联机器人大赛的通知,https://www.teach.ustc.edu.cn/?attachment_id=2175,2005-02-22,教务处,教字文件,
[2003]24号 关于召开世行教学研究项目及2001年省级教学研究重点项目结题验收（鉴定）会的通知,https://www.teach.ustc.edu.cn/?attachment_id=2176,2005-02-22,教务处,教字文件,
[2003]21号 关于开展世行贷款教学研究项目及2001年省级教学研究项目结题验收工作的通知,https://www.teach.ustc.edu.cn/?attachment_id=2173,2005-02-22,教务处,教字文件,
[2003]22号 关于组队赴意大利参加第七届机器人足球世界杯(RoboCup)比赛的通知,https://www.teach.ustc.edu.cn/?attachment_id=2174,2005-02-22,教务处,教字文件,
[2003]18号 关于公布03年校级精品课程网络教学建设应用项目的通知,https://www.teach.ustc.edu.cn/?attachment_id=2170,2005-02-22,教务处,教字文件,
[2003]19号 关于批准03年度校级教学研究立项项目的通知,https://www.teach.ustc.edu.cn/?attachment_id=2171,2005-02-22,教务处,教字文件,
[2003]20号 关于公布03年秋季中期分流名单的通知,https://www.teach.ustc.edu.cn/?attachment_id=2172,2005-02-22,教务处,教字文件,
[2003]16号 关于公布03年第二批重点课程建设的通知,https://www.teach.ustc.edu.cn/?attachment_id=2168,2005-02-22,教务处,教字文件,
[2003]17号 03年秋季少年班、试点班分系通知,https://www.teach.ustc.edu.cn/?attachment_id=2169,2005-02-22,教务处,教字文件,
[2003]13号 关于举办03年Robo-Game活动周的通知,https://www.teach.ustc.edu.cn/?attachment_id=2165,2005-02-22,教务处,教字文件,
[2003]14号 关于中期分流的通知,https://www.teach.ustc.edu.cn/?attachment_id=2166,2005-02-22,教务处,教字文件,
[2003]15号 关于全校性选修课选课方式和成绩记载的管理规定,https://www.teach.ustc.edu.cn/?attachment_id=2167,2005-02-22,教务处,教字文件,
[2003]11号 关于进行2002－03学年第2学期期中教学检查的通知,https://www.teach.ustc.edu.cn/?attachment_id=2163,2005-02-22,教务处,教字文件,
[2003]12号 关于启动校级精品课程建设的通知,https://www.teach.ustc.edu.cn/?attachment_id=2164,2005-02-22,教务处,教字文件,
[2003]09号 关于实行学习预警制和加强试读学生过程管理的通知,https://www.teach.ustc.edu.cn/?attachment_id=2161,2005-02-22,教务处,教字文件,
[2003]10号 关于启动03年省级教学研究项目及在研项目中期检查并核拨经费的通知,https://www.teach.ustc.edu.cn/?attachment_id=2162,2005-02-22,教务处,教字文件,
[2003]06号 关于核拨03年教材编审委员会活动经费的通知,https://www.teach.ustc.edu.cn/?attachment_id=2158,2005-02-22,教务处,教字文件,
[2003]07号 关于组织申报03年校级教学研究立项项目的通知,https://www.teach.ustc.edu.cn/?attachment_id=2159,2005-02-22,教务处,教字文件,
[2003]08号 关于规范本科毕业论文（设计）格式和统一封面的通知,https://www.teach.ustc.edu.cn/?attachment_id=2160,2005-02-22,教务处,教字文件,
[2003]05号 关于组织申报03年校级“十五”教材规划立项的通知,https://www.teach.ustc.edu.cn/?attachment_id=2157,2005-02-22,教务处,教字文件,
[2003]04号 关于开展第二批校级重点课程建设的通知,https://www.teach.ustc.edu.cn/?attachment_id=2156,2005-02-22,教务处,教字文件,
[2003]02号 关于公布2002—03学年度第一学期本科生学籍处理结果的通知,https://www.teach.ustc.edu.cn/?attachment_id=2154,2005-02-22,教务处,教字文件,
[2003]03号 关于申报评审2002年度“国家理科基地”创建名牌课程的报告,https://www.teach.ustc.edu.cn/?attachment_id=2155,2005-02-22,教务处,教字文件,
[2003]01号 关于2002级学生全校性专业选择的实施细则,https://www.teach.ustc.edu.cn/?attachment_id=2153,2005-02-22,教务处,教字文件,
2023教学简报第2期：2023年春季学期课堂教学学生问卷结果通报,https://www.teach.ustc.edu.cn/?attachment_id=17123,2023-10-11,教务处,教学简报,
2023年教学简报第1期：2022年秋季学期课堂教学学生问卷结果通报,https://www.teach.ustc.edu.cn/?attachment_id=15760,2023-04-18,教务处,教学简报,
2020教学简报第5期：严济慈班学生《电磁学》研讨课精彩纷呈,https://www.teach.ustc.edu.cn/?attachment_id=11857,2020-07-09,教务处,教学简报,
《电磁学》课程组召开教学研讨会,https://www.teach.ustc.edu.cn/?attachment_id=11608,2020-05-27,教务处,教学简报,
2019年秋季学期课堂教学学生问卷结果通报,https://www.teach.ustc.edu.cn/?attachment_id=11473,2020-04-30,教务处,教学简报,
2019秋季学期全校光学小论文竞赛成功举办,https://www.teach.ustc.edu.cn/?attachment_id=11241,2020-01-16,教务处,教学简报,
2019年秋季学期全校《电磁学》小论文竞赛成功举办,https://www.teach.ustc.edu.cn/?attachment_id=11137,2020-01-07,教务处,教学简报,
我校学子在第九届全国大学生数学竞赛中再创佳绩,https://www.teach.ustc.edu.cn/?attachment_id=9201,2018-03-30,教务处,教学简报,
2016年春季学期课堂教学学生问卷结果通报,https://www.teach.ustc.edu.cn/?attachment_id=5703,2016-10-12,教务处,教学简报,
2015级贝时璋生命科技英才班暑期参观实习活动圆满结束,https://www.teach.ustc.edu.cn/?attachment_id=5704,2016-10-09,教务处,教学简报,
信息、工程、地空学院实验教学中心一期建设验收工作通报,https://www.teach.ustc.edu.cn/?attachment_id=5702,2016-09-14,教务处,教学简报,
2015级钱学森英才班北京实习参观活动圆满结束,https://www.teach.ustc.edu.cn/?attachment_id=5701,2016-09-09,教务处,教学简报,
计算机与信息科技英才班(信息)中科院电子所见习活动圆满结束,https://www.teach.ustc.edu.cn/?attachment_id=5700,2016-08-31,教务处,教学简报,
2015 年秋季学期课堂教学学生问卷结果通报,https://www.teach.ustc.edu.cn/?attachment_id=5068,2016-03-16,教务处,教学简报,
石云里教授主讲的《科学简史·中国科学篇》视频公开课向公众开放 / 教务处召开2014秋季学期“优秀助教”表彰暨2015春季学期助教培训大会,https://www.teach.ustc.edu.cn/?attachment_id=3587,2015-04-13,教务处,教学简报,
我校化学虚拟仿真实验教学中心获批准为国家级虚拟仿真实验教学中心 / 全国基础免疫学教学研讨会在中国科学技术大学生命学院举办 / 我校一批教学建设与改革研究项目获批为2014年高等学校省级质量工程项目,https://www.teach.ustc.edu.cn/?attachment_id=3586,2015-01-30,教务处,教学简报,
对2014届本科毕业生教学质量问卷调查结果通报,https://www.teach.ustc.edu.cn/?attachment_id=3585,2015-01-26,教务处,教学简报,
2013年秋季学期本科教学检查及课堂教学学生问卷结果通报,https://www.teach.ustc.edu.cn/?attachment_id=3598,2014-03-05,教务处,教学简报,
2014年春季学期开学初教学运行情况通报,https://www.teach.ustc.edu.cn/?attachment_id=3597,2014-02-27,教务处,教学简报,
魏海明教授主讲的《人体健康的卫士：免疫系统》视频公开课向公众开放,https://www.teach.ustc.edu.cn/?attachment_id=3596,2014-02-17,教务处,教学简报,
我校一批教学建设与改革研究项目获批为2013年高等学校省级质量工程项目,https://www.teach.ustc.edu.cn/?attachment_id=3595,2014-01-18,教务处,教学简报,
2013年“光学”课程论文竞赛成功举办,https://www.teach.ustc.edu.cn/?attachment_id=3594,2014-01-13,教务处,教学简报,
“电磁学”课程组举办2013年秋季全校小论文竞赛,https://www.teach.ustc.edu.cn/?attachment_id=3593,2014-01-11,教务处,教学简报,
2013年春季学期《基础物理实验》课程小结 / 《计算机程序设计》课程组面向全校招聘助教,https://www.teach.ustc.edu.cn/?attachment_id=3627,2013-07-12,教务处,教学简报,
《电磁学》课程组举办全校小论文竞赛,https://www.teach.ustc.edu.cn/?attachment_id=3626,2013-07-02,教务处,教学简报,
我校2门视频公开课入选教育部第三批“精品视频公开课”名单,https://www.teach.ustc.edu.cn/?attachment_id=3625,2013-06-20,教务处,教学简报,
杜克大学吴英教授物理教学改革座谈会顺利召开,https://www.teach.ustc.edu.cn/?attachment_id=3624,2013-06-18,教务处,教学简报,
《电磁学》和《电动力学》课程组联合召开教学研讨会 / 物理学院召开本科教学师生座谈会,https://www.teach.ustc.edu.cn/?attachment_id=3623,2013-05-28,教务处,教学简报,
信息学院召开学生教学座谈会 / 信息学院召开课程教学研讨会,https://www.teach.ustc.edu.cn/?attachment_id=3622,2013-05-03,教务处,教学简报,
数学学院召开课程教学研讨会,https://www.teach.ustc.edu.cn/?attachment_id=3621,2013-05-02,教务处,教学简报,
我校21位教授当选新一届教育部高等学校教学指导委员会委员,https://www.teach.ustc.edu.cn/?attachment_id=3620,2013-04-28,教务处,教学简报,
2012年秋季学期本科教学检查及课堂教学学生问卷结果通报,https://www.teach.ustc.edu.cn/?attachment_id=3619,2013-03-29,教务处,教学简报,
化学与材料科学学院召开新学期本科教学会议,https://www.teach.ustc.edu.cn/?attachment_id=3618,2013-03-27,教务处,教学简报,
2013年春季学期开学初教学秩序检查情况通报,https://www.teach.ustc.edu.cn/?attachment_id=3617,2013-03-11,教务处,教学简报,
