title,url,time,source,file_type,file_type_2
[2021]11号 关于聘任首批校定课程课程组长的通知,https://www.teach.ustc.edu.cn/?attachment_id=13142,2021-04-30,教务处,教字文件,
[2021]10号 关于调整本科课堂教学意识形态工作组组成成员的通知,https://www.teach.ustc.edu.cn/?attachment_id=13133,2021-04-30,教务处,教字文件,
[2021]08号 关于开展2021年春季学期本科教学检查的通知,https://www.teach.ustc.edu.cn/?attachment_id=13094,2021-04-20,教务处,教字文件,
[2021]07号 关于组织申报2021年度校级本科质量工程项目的通知,https://www.teach.ustc.edu.cn/?attachment_id=13116,2021-04-13,教务处,教字文件,
[2021]05号 中国科学技术大学本科质量工程经费管理暂行办法（修订）,https://www.teach.ustc.edu.cn/?attachment_id=13115,2021-04-08,教务处,教字文件,
[2021]04号 中国科学技术大学本科课程助教工作管理办法,https://www.teach.ustc.edu.cn/?attachment_id=13064,2021-04-08,教务处,教字文件,
[2021]03号 关于授予陶万等60名同学2020秋季学期“优秀助教”荣誉称号的决定,https://www.teach.ustc.edu.cn/?attachment_id=13018,2021-03-26,教务处,教字文件,
[2021]02号 关于对高等教育质量工程项目进行年度检查验收的通知,https://www.teach.ustc.edu.cn/?attachment_id=13114,2021-03-16,教务处,教字文件,
[2020]31号 2020年秋季学期本科生课程网上评教的通知,https://www.teach.ustc.edu.cn/?attachment_id=12792,2020-12-29,教务处,教字文件,
[2020]30号 关于批准2020年度校级本科质量工程项目的通知,https://www.teach.ustc.edu.cn/?attachment_id=13348,2020-12-24,教务处,教字文件,
[2020]29号 关于表彰首届全国高校教师教学创新大赛校赛获奖教师的决定,https://www.teach.ustc.edu.cn/?attachment_id=12704,2020-12-09,教务处,教字文件,
[2020]25号 中国科学技术大学本科教学任务管理办法（试行）,https://www.teach.ustc.edu.cn/?attachment_id=12666,2020-11-21,教务处,教字文件,
[2020]24号 中国科学技术大学青年教师教学能力培养及管理办法（试行）,https://www.teach.ustc.edu.cn/?attachment_id=12448,2020-11-11,教务处,教字文件,
[2020]21号 关于开展2020年秋季学期本科教学检查的通知,https://www.teach.ustc.edu.cn/?attachment_id=12314,2020-10-26,教务处,教字文件,
[2020]20号 中国科学技术大学课程组建设实施办法（试行）,https://www.teach.ustc.edu.cn/?attachment_id=12278,2020-10-23,教务处,教字文件,
[2020]19号 《中国科学技术大学本科生体质测试管理规定》,https://www.teach.ustc.edu.cn/?attachment_id=12276,2020-10-20,教务处,教字文件,
[2020]18号 中国科学技术大学本科毕业论文设计管理办法,https://www.teach.ustc.edu.cn/?attachment_id=12248,2020-10-15,教务处,教字文件,
[2020]17号 关于全面推进所有学科专业课程思政建设工作的通知,https://www.teach.ustc.edu.cn/?attachment_id=12263,2020-10-01,教务处,教字文件,
[2020]16号 关于授予张伟等50名同学2020春季学期“优秀助教”荣誉称号的决定,https://www.teach.ustc.edu.cn/?attachment_id=12209,2020-09-30,教务处,教字文件,
[2020]15号 关于授予沈正晗等59名同学2019秋季学期“优秀助教”荣誉称号的决定,https://www.teach.ustc.edu.cn/?attachment_id=12210,2020-09-30,教务处,教字文件,
[2020]13号 中国科学技术大学虚拟仿真实验教学项目建设与管理办法(试行),https://www.teach.ustc.edu.cn/?attachment_id=12002,2020-08-25,教务处,教字文件,
[2020]12号 中国科学技术大学关于公布校级本科质量工程项目年度检查验收结果的通知,https://www.teach.ustc.edu.cn/?attachment_id=12275,2020-08-20,教务处,教字文件,
[2020]11号 中国科学技术大学本科生辅修学士学位及辅修专业修读管理办法（试行）,https://www.teach.ustc.edu.cn/?attachment_id=11889,2020-07-20,教务处,教字文件,
[2020]09号 2020年春季学期本科生课程网上评教的通知,https://www.teach.ustc.edu.cn/?attachment_id=11817,2020-06-29,教务处,教字文件,
[2020]08号 关于开展2020级本科生“科学与社会”研讨课导师选聘工作的通知,https://www.teach.ustc.edu.cn/?attachment_id=11609,2020-05-28,教务处,教字文件,
[2020]07号 《中国科学技术大学校院（系）领导听课制度管理规定（试行）》,https://www.teach.ustc.edu.cn/?attachment_id=11583,2020-05-15,教务处,教字文件,
[2020]06号 关于开展2020届本科毕业生网上问卷调查的通知,https://www.teach.ustc.edu.cn/?attachment_id=11524,2020-05-08,教务处,教字文件,
[2020]05号 关于公布校级本科质量工程支持疫情防控期间线上教学改革研究项目名单的通知,https://www.teach.ustc.edu.cn/?attachment_id=12274,2020-04-23,教务处,教字文件,
[2020]04号 关于对高等教育质量工程项目进行年度检查验收的通知,https://www.teach.ustc.edu.cn/?attachment_id=11428,2020-03-23,教务处,教字文件,
[2020]02号 校教学督导工作细则,https://www.teach.ustc.edu.cn/?attachment_id=11183,2020-01-13,教务处,教字文件,
[2019]31号 关于批准2019年度校级质量工程项目的通知,https://www.teach.ustc.edu.cn/?attachment_id=11140,2019-12-30,教务处,教字文件,
[2019]30号 2019年秋季学期本科生课程网上评教的通知,https://www.teach.ustc.edu.cn/?attachment_id=10988,2019-12-20,教务处,教字文件,
[2019]29号 《中国科学技术大学校教学督导委员会管理办法（试行）》,https://www.teach.ustc.edu.cn/?attachment_id=10987,2019-12-20,教务处,教字文件,
[2019]28号 关于授予16名同学2019年度大学生研究计划校级优秀奖决定的通知,https://www.teach.ustc.edu.cn/?attachment_id=10913,2019-12-16,教务处,教字文件,
[2019]27号 关于成立校教学督导委员会的通知,https://www.teach.ustc.edu.cn/?attachment_id=10759,2019-11-26,教务处,教字文件,
[2019]25号 关于我校本科学业指导专家换届的通知,https://www.teach.ustc.edu.cn/?attachment_id=13770,2019-10-25,教务处,教字文件,
[2019]24号 关于加强本科生“科学与社会”研讨课管理工作的通知,https://www.teach.ustc.edu.cn/?attachment_id=13769,2019-10-22,教务处,教字文件,
[2019]23号 关于开展2019年秋季学期本科教学检查的通知,https://www.teach.ustc.edu.cn/?attachment_id=10969,2019-10-11,教务处,教字文件,
[2019]22号 关于启动学校本科学业指导专家换届工作的通知,https://www.teach.ustc.edu.cn/?attachment_id=10443,2019-09-24,教务处,教字文件,
[2019]21号 中国科学技术大学新进教师本科课程主讲资格认定管理办法,https://www.teach.ustc.edu.cn/?attachment_id=10440,2019-09-24,教务处,教字文件,
[2019]20号 关于授予王重宇等47名同学2019春季学期“优秀助教”荣誉称号的决定,https://www.teach.ustc.edu.cn/?attachment_id=10360,2019-09-16,教务处,教字文件,
[2019]18号 关于成立本科课堂教学意识形态工作组的通知,https://www.teach.ustc.edu.cn/?attachment_id=10364,2019-09-16,教务处,教字文件,
[2019]17号 关于公布2018级本科生“科学与社会”研讨课优秀论文及优秀论文指导教师名单的通知,https://www.teach.ustc.edu.cn/?attachment_id=10442,2019-09-14,教务处,教字文件,
[2019]14号 中国科学技术大学本科生成绩管理办法,https://www.teach.ustc.edu.cn/?attachment_id=10159,2019-08-15,教务处,教字文件,
[2019]12号 关于开展2019新生“科学与社会”研讨课导师选聘工作的通知,https://www.teach.ustc.edu.cn/?attachment_id=10157,2019-08-14,教务处,教字文件,
[2019]11号 2019年春季学期和夏季学期本科生课程网上评教的通知,https://www.teach.ustc.edu.cn/?attachment_id=10968,2019-08-13,教务处,教字文件,
[2019]10号 关于杨鑫等248名同学2017年和2018年“大学生创新创业训练（实践）计划”项目结题的通知,https://www.teach.ustc.edu.cn/?attachment_id=10154,2019-08-13,教务处,教字文件,
[2019]09号 关于授予吴克威等100名本科毕业生2019年度校级优秀毕业论文奖的决定,https://www.teach.ustc.edu.cn/?attachment_id=10155,2019-08-13,教务处,教字文件,
[2019]08号 关于启动第七届校本科教学督导组换届工作的通知,https://www.teach.ustc.edu.cn/?attachment_id=9775,2019-06-12,教务处,教字文件,
[2019]07号 关于我校2019年大学生创新创业训练计划项目批准立项的通知,https://www.teach.ustc.edu.cn/?attachment_id=9769,2019-06-12,教务处,教字文件,
[2019]06号 关于开展2019届本科毕业生网上问卷调查的通知,https://www.teach.ustc.edu.cn/?attachment_id=9529,2019-05-07,教务处,教字文件,
[2019]05号 关于批准2018年度校级本科教学研究项目的通知,https://www.teach.ustc.edu.cn/?attachment_id=9455,2019-04-08,教务处,教字文件,
[2019]03号 关于开展2019年春季学期本科教学检查的通知,https://www.teach.ustc.edu.cn/?attachment_id=9413,2019-04-08,教务处,教字文件,
[2019]02号 关于对高等教育质量工程项目进行年度检查验收的通知,https://www.teach.ustc.edu.cn/?attachment_id=9412,2019-03-18,教务处,教字文件,
[2019]01号 关于授予张俊升等55名同学2018秋季学期“优秀助教”荣誉称号的决定,https://www.teach.ustc.edu.cn/?attachment_id=9410,2019-03-08,教务处,教字文件,
[2018]28号 2018年秋季学期本科生课程网上评教的通知,https://www.teach.ustc.edu.cn/?attachment_id=9058,2018-12-19,教务处,教字文件,
[2018]25号 关于公布2017级新生“科学与社会”优秀论文获奖名单的通知,https://www.teach.ustc.edu.cn/?attachment_id=8940,2018-11-15,教务处,教字文件,
[2018]24号 关于授予张晟星等15名同学2018年度大学生研究计划校级优秀奖决定的通知,https://www.teach.ustc.edu.cn/?attachment_id=8868,2018-10-31,教务处,教字文件,
[2018]23号 关于开展2018年秋季学期本科教学检查的通知,https://www.teach.ustc.edu.cn/?attachment_id=8808,2018-10-12,教务处,教字文件,
[2018]22号 关于授予饶生龙等46名同学2018春季学期“优秀助教”荣誉称号的决定,https://www.teach.ustc.edu.cn/?attachment_id=8664,2018-09-10,教务处,教字文件,
[2018]21号 关于思想政治课程执行方案（试行）的通知,https://www.teach.ustc.edu.cn/?attachment_id=8595,2018-08-23,教务处,教字文件,
[2018]18号 中国科学技术大学本科生成绩管理办法,https://www.teach.ustc.edu.cn/?attachment_id=8563,2018-07-10,教务处,教字文件,
[2018]17号 中国科学技术大学本科生补考和重修管理办法,https://www.teach.ustc.edu.cn/?attachment_id=8554,2018-07-10,教务处,教字文件,
[2018]16号 张军暑研项目退出函(CSC 优本项目）,https://www.teach.ustc.edu.cn/?attachment_id=8553,2018-07-05,教务处,教字文件,
[2018]15号 关于开展2018新生“科学与社会”研讨课导师选聘工作的通知,https://www.teach.ustc.edu.cn/?attachment_id=8360,2018-07-03,教务处,教字文件,
[2018]14号 未来科学家夏令营奖学金管理办法修订,https://www.teach.ustc.edu.cn/?attachment_id=8552,2018-06-27,教务处,教字文件,
[2018]13号 2018年国创项目结题文件,https://www.teach.ustc.edu.cn/?attachment_id=8551,2018-06-13,教务处,教字文件,
[2018]12号 关于授予赵雪丹等99名本科毕业生2018年度校级优秀毕业论文奖的决定,https://www.teach.ustc.edu.cn/?attachment_id=8550,2018-06-08,教务处,教字文件,
[2018]11号 2018年春季学期和夏季学期本科生课程网上评教的通知,https://www.teach.ustc.edu.cn/?attachment_id=8188,2018-05-30,教务处,教字文件,
[2018]10号 人文社科类教材使用管理办法,https://www.teach.ustc.edu.cn/?attachment_id=8182,2018-05-29,教务处,教字文件,
[2018]09号 关于批准2017年度校级本科教学研究项目的通知,https://www.teach.ustc.edu.cn/?attachment_id=8359,2018-05-14,教务处,教字文件,
[2018]08号 关于中国科学技术大学张军同学申请2018年优秀本科生国际交流项目说明的函,https://www.teach.ustc.edu.cn/?attachment_id=8175,2018-05-12,教务处,教字文件,
[2018]07号 关于开展2018届本科毕业生网上问卷调查的通知,https://www.teach.ustc.edu.cn/?attachment_id=8089,2018-05-11,教务处,教字文件,
[2018]05号 关于开展2018年春季学期本科教学检查的通知,https://www.teach.ustc.edu.cn/?attachment_id=7930,2018-04-04,教务处,教字文件,
[2018]04号 关于第六届本科教学督导组成员调整的通知,https://www.teach.ustc.edu.cn/?attachment_id=7886,2018-03-20,教务处,教字文件,
[2018]03号 关于授予邱金峰等73名同学2017秋季学期“优秀助教”荣誉称号的决定,https://www.teach.ustc.edu.cn/?attachment_id=8662,2018-03-12,教务处,教字文件,
[2018]02号 中国科学技术大学-荷兰特文特大学本科生交流项目内容设置说明,https://www.teach.ustc.edu.cn/?attachment_id=7811,2018-03-07,教务处,教字文件,
[2018]01号 关于同意聘请崔明伍等十八位同志来我校承担部分本科教学任务的通知,https://www.teach.ustc.edu.cn/?attachment_id=7810,2018-03-07,教务处,教字文件,
[2017]43号 2017年秋季学期本科生课程网上评教的通知,https://www.teach.ustc.edu.cn/?attachment_id=7537,2017-12-13,教务处,教字文件,
[2017]42号 关于对2012-2016年度质量工程和振兴计划项目进行检查的通知,https://www.teach.ustc.edu.cn/?attachment_id=7533,2017-11-23,教务处,教字文件,
[2017]39号 关于王光健等340名同学2015年和2016年“大学生创新创业训练（实践）计划”项目结题的通知,https://www.teach.ustc.edu.cn/?attachment_id=7457,2017-11-03,教务处,教字文件,
[2017]38号 关于授予曲彦霖等17名同学2017年度大学生研究计划校级优秀奖决定的通知,https://www.teach.ustc.edu.cn/?attachment_id=7456,2017-11-02,教务处,教字文件,
[2017]37号 关于组织申报2017年度中国科学技术大学教学研究项目和在线开放课程的通知,https://www.teach.ustc.edu.cn/?attachment_id=7434,2017-10-27,教务处,教字文件,
[2017]36号 关于公布2016级新生“科学与社会”优秀论文获奖名单的通知,https://www.teach.ustc.edu.cn/?attachment_id=7433,2017-10-27,教务处,教字文件,
[2017]35号 关于开展2017年秋季学期本科教学检查的通知,https://www.teach.ustc.edu.cn/?attachment_id=7432,2017-10-20,教务处,教字文件,
[2017]34号 关于同意聘请黄界颖等十六位同志来我校承担部分本科教学任务的通知,https://www.teach.ustc.edu.cn/?attachment_id=7415,2017-10-19,教务处,教字文件,
[2017]33号 中国科学技术大学本科生境外交流项目资助管理办法（暂行）,https://www.teach.ustc.edu.cn/?attachment_id=7321,2017-09-22,教务处,教字文件,
[2017]32号 关于授予蔡波等60名同学2017春季学期“优秀助教”荣誉称号的决定,https://www.teach.ustc.edu.cn/?attachment_id=7320,2017-09-22,教务处,教字文件,
[2017]31号 中国科学技术大学本科毕业论文(设计)管理办法,https://www.teach.ustc.edu.cn/?attachment_id=7214,2017-08-17,教务处,教字文件,
[2017]30号 中国科学技术大学本科生双学位及辅修专业修读管理办法,https://www.teach.ustc.edu.cn/?attachment_id=7212,2017-08-16,教务处,教字文件,
[2017]29号 中国科学技术大学本科生成绩管理办法,https://www.teach.ustc.edu.cn/?attachment_id=7211,2017-08-16,教务处,教字文件,
[2017]28号 中国科学技术大学本科生补考和重修管理办法,https://www.teach.ustc.edu.cn/?attachment_id=7210,2017-08-16,教务处,教字文件,
[2017]27号 中国科学技术大学本科生课程修读管理办法,https://www.teach.ustc.edu.cn/?attachment_id=7209,2017-08-16,教务处,教字文件,
[2017]26号 中国科学技术大学关于教学工作量考核奖惩办法,https://www.teach.ustc.edu.cn/?attachment_id=7202,2017-08-10,教务处,教字文件,
[2017]25号 中国科学技术大学教师教学工作规程,https://www.teach.ustc.edu.cn/?attachment_id=7201,2017-08-10,教务处,教字文件,
[2017]24号 中国科学技术大学教师教学行为负面清单,https://www.teach.ustc.edu.cn/?attachment_id=7200,2017-08-10,教务处,教字文件,
[2017]23号 中国科学技术大学关于加强本科生学业指导工作的通知,https://www.teach.ustc.edu.cn/?attachment_id=7199,2017-08-10,教务处,教字文件,
[2017]22号 中国科学技术大学本科课程主讲教师资格认定审核试行办法,https://www.teach.ustc.edu.cn/?attachment_id=7198,2017-08-10,教务处,教字文件,
[2017]21号 关于聘任张新夷等为物理国家级实验教学示范中心教学指导委员会委员的决定,https://www.teach.ustc.edu.cn/?attachment_id=7230,2017-08-01,教务处,教字文件,
[2017]20号 关于聘任杨士强等为信息与计算机国家级实验教学示范中心教学指导委员会委员的决定,https://www.teach.ustc.edu.cn/?attachment_id=7229,2017-08-01,教务处,教字文件,
[2017]19号 关于聘任乔守怡等为生命科学国家级实验教学示范中心教学指导委员会委员的决定,https://www.teach.ustc.edu.cn/?attachment_id=7228,2017-08-01,教务处,教字文件,
[2017]18号 关于聘任程鹏等为化学国家级实验教学示范中心教学指导委员会委员的决定,https://www.teach.ustc.edu.cn/?attachment_id=7227,2017-08-01,教务处,教字文件,
[2017]17号 关于成立第六届校本科教学督导组的通知,https://www.teach.ustc.edu.cn/?attachment_id=7203,2017-07-26,教务处,教字文件,
[2017]16号 中国科学技术大学本科生个性化学习管理办法,https://www.teach.ustc.edu.cn/?attachment_id=7174,2017-07-26,教务处,教字文件,
[2017]15号 同意赵申昇同学提前回国的申请-2017.7,https://www.teach.ustc.edu.cn/?attachment_id=7098,2017-07-20,教务处,教字文件,
[2017]14号 关于公布2015级本科生中期分流结果的通知,https://www.teach.ustc.edu.cn/?attachment_id=7097,2017-07-20,教务处,教字文件,
[2017]13号 关于公布2016级本科生全校性专业选择结果的通知,https://www.teach.ustc.edu.cn/?attachment_id=7096,2017-07-20,教务处,教字文件,
[2017]11号 2017校优毕业论文教字文件,https://www.teach.ustc.edu.cn/?attachment_id=7000,2017-06-30,教务处,教字文件,
[2017]10号 关于启动第六届校本科教学督导组换届工作的通知,https://www.teach.ustc.edu.cn/?attachment_id=6863,2017-05-18,教务处,教字文件,
[2017]09号 关于2017年春季学期和夏季学期 本科生课程网上评教的通知,https://www.teach.ustc.edu.cn/?attachment_id=6824,2017-05-10,教务处,教字文件,
[2017]08号 关于开展2017届本科毕业生网上问卷调查的通知,https://www.teach.ustc.edu.cn/?attachment_id=6773,2017-05-03,教务处,教字文件,
[2017]06号 中国科学技术大学关于开展本科毕业论文（设计）检测工作的通知,https://www.teach.ustc.edu.cn/?attachment_id=6697,2017-04-13,教务处,教字文件,
[2017]05号 吴强任职通知,https://www.teach.ustc.edu.cn/?attachment_id=6623,2017-03-29,教务处,教字文件,
[2017]04号 关于开展2017年春季学期本科教学检查的通知,https://www.teach.ustc.edu.cn/?attachment_id=6622,2017-03-29,教务处,教字文件,
[2017]03号 中国科学技术大学本科毕业论文管理补充规定（2017修订）,https://www.teach.ustc.edu.cn/?attachment_id=6574,2017-03-24,教务处,教字文件,
[2017]02号 关于同意聘请邓海啸等十三位同志来我校承担部分本科教学任务的通知,https://www.teach.ustc.edu.cn/?attachment_id=6504,2017-03-20,教务处,教字文件,
[2017]01号 关于授予聂艳赐等74名同学2016秋季学期“优秀助教”荣誉称号的决定,https://www.teach.ustc.edu.cn/?attachment_id=6390,2017-03-02,教务处,教字文件,
[2016]27号 关于授予包晗等22名同学2016年度大学生研究计划校级优秀奖决定的通知,https://www.teach.ustc.edu.cn/?attachment_id=5937,2016-12-16,教务处,教字文件,
[2016]26号 2016年秋季学期本科生课程网上评教的通知,https://www.teach.ustc.edu.cn/?attachment_id=5926,2016-12-13,教务处,教字文件,
[2016]24号 关于对2010-2015年度质量工程和教学研究项目进行检查的通知,https://www.teach.ustc.edu.cn/?attachment_id=5924,2016-11-24,教务处,教字文件,
[2016]22号 关于开展2016年秋季学期本科教学检查的通知,https://www.teach.ustc.edu.cn/?attachment_id=5720,2016-10-18,教务处,教字文件,
[2016]21号 关于授予黄新朝等67名同学2016春季学期“优秀助教”荣誉称号的决定,https://www.teach.ustc.edu.cn/?attachment_id=5681,2016-10-09,教务处,教字文件,
[2016]20号 关于同意聘请黄界颖等十四位同志来我校承担部分本科教学任务的通知,https://www.teach.ustc.edu.cn/?attachment_id=5576,2016-09-02,教务处,教字文件,
[2016]19号 关于同意我校王梓安同学提前回国的说明,https://www.teach.ustc.edu.cn/?attachment_id=6319,2016-07-29,教务处,教字文件,
[2016]18号 关于公布2014级本科生中期分流结果的通知,https://www.teach.ustc.edu.cn/?attachment_id=5471,2016-07-27,教务处,教字文件,
[2016]17号 关于公布2015级本科生全校性专业选择结果的通知,https://www.teach.ustc.edu.cn/?attachment_id=5470,2016-07-27,教务处,教字文件,
[2016]16号 关于公布2016年校级在线开放课程建设项目名单的通知,https://www.teach.ustc.edu.cn/?attachment_id=5466,2016-07-23,教务处,教字文件,
[2016]15号 关于批准2016年度校级本科教学研究项目的通知,https://www.teach.ustc.edu.cn/?attachment_id=5465,2016-07-23,教务处,教字文件,
[2016]14号 关于开展2016新生“科学与社会”研讨课导师选聘工作的通知,https://www.teach.ustc.edu.cn/?attachment_id=5430,2016-07-14,教务处,教字文件,
[2016]13号 关于授予曲春燕等91名本科毕业生 2016年度校级优秀毕业论文奖的决定,https://www.teach.ustc.edu.cn/?attachment_id=5428,2016-07-13,教务处,教字文件,
[2016]12号 关于张曦文等316名同学2014年和2015年“大学生创新创业训练（实践）计划”项目结题的通知,https://www.teach.ustc.edu.cn/?attachment_id=5427,2016-07-13,教务处,教字文件,
[2016]11号 2016年春季学期和夏季学期本科生课程网上评教的通知,https://www.teach.ustc.edu.cn/?attachment_id=5378,2016-05-30,教务处,教字文件,
[2016]10号 关于启动2016年度在线开放课程建设工作的通知,https://www.teach.ustc.edu.cn/?attachment_id=5377,2016-05-30,教务处,教字文件,
[2016]09号 关于组织申报2016年度教学研究项目的通知,https://www.teach.ustc.edu.cn/?attachment_id=5376,2016-05-30,教务处,教字文件,
[2016]08号 本科生王英汉录取材料中信息有误的说明,https://www.teach.ustc.edu.cn/?attachment_id=5281,2016-05-06,教务处,教字文件,
[2016]07号 关于开展2016届本科毕业生网上问卷调查的通知,https://www.teach.ustc.edu.cn/?attachment_id=5280,2016-05-06,教务处,教字文件,
[2016]05号 关于开展2016年春季学期本科教学检查的通知,https://www.teach.ustc.edu.cn/?attachment_id=5167,2016-04-05,教务处,教字文件,
[2016]05号 关于开展2016年春季学期本科教学检查的通知,https://www.teach.ustc.edu.cn/?attachment_id=5159,2016-04-05,教务处,教字文件,
[2016]04号 关于授予隋学林等84名同学2015秋季学期“优秀助教”荣誉称号的决定,https://www.teach.ustc.edu.cn/?attachment_id=5166,2016-03-01,教务处,教字文件,
[2016]02号 未来科学家夏令营奖学金管理办法,https://www.teach.ustc.edu.cn/?attachment_id=4961,2016-02-23,教务处,教字文件,
[2016]01号 关于同意聘请邓海啸等十五位同志来我校承担部分本科教学任务的通知,https://www.teach.ustc.edu.cn/?attachment_id=4960,2016-02-23,教务处,教字文件,
[2015]35号 关于公布2014级新生“科学与社会”优秀论文获奖名单的通知,https://www.teach.ustc.edu.cn/?attachment_id=4790,2015-12-29,教务处,教字文件,
[2015]33号 关于本科课程外返聘教师课时酬金标准调整的通知,https://www.teach.ustc.edu.cn/?attachment_id=4761,2015-12-15,教务处,教字文件,
[2015]32号  关于对2009-2014年度质量工程和教学研究项目进行检查的通知,https://www.teach.ustc.edu.cn/?attachment_id=4734,2015-12-11,教务处,教字文件,
[2015]31号 关于开展第十一次优秀教材评选工作的通知,https://www.teach.ustc.edu.cn/?attachment_id=4573,2015-11-30,教务处,教字文件,
[2015]30号 关于授予齐怡等39名同学2015年度大学生研究计划校级优秀奖决定的通知,https://www.teach.ustc.edu.cn/?attachment_id=4459,2015-10-29,教务处,教字文件,
[2015]28号 关于开展2015年秋季学期本科教学检查的通知,https://www.teach.ustc.edu.cn/?attachment_id=4430,2015-10-15,教务处,教字文件,
[2015]27号 中国科学技术大学本科助教工作管理试行办法（2015年）,https://www.teach.ustc.edu.cn/?attachment_id=4429,2015-10-15,教务处,教字文件,
[2015]26号 关于规范成绩异动相关管理的通知,https://www.teach.ustc.edu.cn/?attachment_id=4413,2015-10-09,教务处,教字文件,
[2015]25号 关于同意聘请关亚风等十五位同志来我校承担部分本科教学任务的通知,https://www.teach.ustc.edu.cn/?attachment_id=4412,2015-10-09,教务处,教字文件,
[2015]24号 关于批准2015年度校级教学研究项目的通知,https://www.teach.ustc.edu.cn/?attachment_id=4268,2015-09-11,教务处,教字文件,
[2015]23号 关于授予贺烈等64名同学2015春季学期“优秀助教”荣誉称号的决定,https://www.teach.ustc.edu.cn/?attachment_id=4267,2015-09-11,教务处,教字文件,
[2015]22号 中国科学技术大学综合素质课程管理规定（试行）,https://www.teach.ustc.edu.cn/?attachment_id=4213,2015-09-01,教务处,教字文件,
[2015]21号 关于公布2013级本科生中期分流结果的通知,https://www.teach.ustc.edu.cn/?attachment_id=3542,2015-07-31,教务处,教字文件,
[2015]20号 关于公布2014级本科生全校性专业选择结果的通知,https://www.teach.ustc.edu.cn/?attachment_id=3541,2015-07-31,教务处,教字文件,
[2015]18号 关于成立第五届校本科教学督导组的通知,https://www.teach.ustc.edu.cn/?attachment_id=3540,2015-07-30,教务处,教字文件,
[2015]17号 中国科学技术大学“大学生研究计划”管理办法,https://www.teach.ustc.edu.cn/?attachment_id=3538,2015-07-21,教务处,教字文件,
[2015]16号 关于公布2015年校级在线开放课程建设项目名单的通知,https://www.teach.ustc.edu.cn/?attachment_id=3522,2015-07-17,教务处,教字文件,
[2015]15号 关于成立人文基础教学委员会的通知,https://www.teach.ustc.edu.cn/?attachment_id=3521,2015-07-17,教务处,教字文件,
[2015]14号 关于公布2015年校级教材立项项目名单的通知,https://www.teach.ustc.edu.cn/?attachment_id=3520,2015-07-17,教务处,教字文件,
[2015]13号 关于唐心弈等303名同学2013年和2014年“大学生创新创业训练（实践）计划”项目结题的通知,https://www.teach.ustc.edu.cn/?attachment_id=3473,2015-07-03,教务处,教字文件,
[2015]12号 关于授予郑荣等85名本科毕业生2015年度校级优秀毕业论文奖的决定,https://www.teach.ustc.edu.cn/?attachment_id=3472,2015-07-03,教务处,教字文件,
[2015]11号 关于公布第四届青年教师教学基本功竞赛结果的通知,https://www.teach.ustc.edu.cn/?attachment_id=2510,2015-06-25,教务处,教字文件,
[2015]10号 关于启动校本科教学督导组换届工作的通知,https://www.teach.ustc.edu.cn/?attachment_id=2509,2015-05-27,教务处,教字文件,
[2015]09号 关于开展2015新生“科学与社会”研讨课导师选聘工作的通知,https://www.teach.ustc.edu.cn/?attachment_id=2508,2015-05-21,教务处,教字文件,
[2015]08号 关于启动在线开放课程建设工作的通知,https://www.teach.ustc.edu.cn/?attachment_id=2507,2015-05-20,教务处,教字文件,
[2015]06号 关于开展2015年春季学期本科教学检查的通知,https://www.teach.ustc.edu.cn/?attachment_id=2505,2015-04-23,教务处,教字文件,
[2015]05号 关于开展本科教材规划与建设工作的通知,https://www.teach.ustc.edu.cn/?attachment_id=2504,2015-04-14,教务处,教字文件,
[2015]04号 关于我校本科学业指导专家换届的通知,https://www.teach.ustc.edu.cn/?attachment_id=2503,2015-04-07,教务处,教字文件,
[2015]03号 关于授予钱爽等92名同学2014秋季学期“优秀助教”荣誉称号的决定,https://www.teach.ustc.edu.cn/?attachment_id=2502,2015-03-17,教务处,教字文件,
[2015]02号 关于启动学校本科学业指导专家换届工作的通知,https://www.teach.ustc.edu.cn/?attachment_id=2501,2015-03-09,教务处,教字文件,
[2015]01号 关于同意聘请裴端卿等十位同志来我校承担部分本科教学任务的通知,https://www.teach.ustc.edu.cn/?attachment_id=2500,2015-03-04,教务处,教字文件,
[2014]16号 中国科学技术大学本科毕业论文（设计）管理的补充要求,https://www.teach.ustc.edu.cn/?attachment_id=4590,2014-12-01,教务处,教字文件,
[2014]15号 关于授予王楠等43名同学2014年度大学生研究计划校级优秀奖决定的通知,https://www.teach.ustc.edu.cn/?attachment_id=4589,2014-11-20,教务处,教字文件,
[2014]12号 关于开展2014年秋季学期本科教学检查的通知,https://www.teach.ustc.edu.cn/?attachment_id=2497,2014-10-20,教务处,教字文件,
[2014]10号 中国科学技术大学“大学生研究计划”管理办法,https://www.teach.ustc.edu.cn/?attachment_id=2495,2014-07-24,教务处,教字文件,
[2014]09号 中国科学技术大学本科生毕业论文(设计)管理条例,https://www.teach.ustc.edu.cn/?attachment_id=2494,2014-07-24,教务处,教字文件,
[2014]08号 关于同意聘请吴丰昌等十二位同志来我校承担部分本科教学任务的通知,https://www.teach.ustc.edu.cn/?attachment_id=2493,2014-07-22,教务处,教字文件,
[2014]07号 关于公布2012级本科生中期分流结果的通知,https://www.teach.ustc.edu.cn/?attachment_id=2492,2014-07-20,教务处,教字文件,
[2014]06号 关于公布2013级本科生全校性专业选择结果的通知,https://www.teach.ustc.edu.cn/?attachment_id=2491,2014-07-20,教务处,教字文件,
